sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
266,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,,,,,iteroparous,,,polygyny,female,,,Corticosterone stress response - sexually active - Dry season,ng/ml,high values = slow,physiology,wild,14.57,2.17,33,51.3,9.13,18,NA,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
267,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,,,,,iteroparous,,,polygyny,female,,,Corticosterone stress response - sexually inactive - Wet season,ng/ml,high values = slow,physiology,wild,25.87,3.7,36,32.83,4.57,118,NA,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
268,A319,"Klose, SM; Smith, CL; Denzel, AJ; Kalko, EKV",10.1007/s00359-005-0067-4,Artibeus jamaicensis,mammal,,,,,iteroparous,,,polygyny,female,,,Corticosterone stress response - sexually active - Wet season,ng/ml,high values = slow,physiology,wild,32.39,5.87,80,26.52,9.78,13,NA,0,NA,NA,"includeremove because inds overlap (not consistently), potentially another temporal dependency in seasons, ",0,", dropped this level of dependency",0
269,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,,,,,iteroparous,,,polyandry,male,,,Prolactine stress,ng/ml,high values = slow,physiology,wild,494.41,178.49,40,552,187.8,30,NA,1,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,,1
270,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,,,,,iteroparous,,,polyandry,male,,,Corticosterone baseline,ng/ml,high values = slow,physiology,wild,30.18,15.98,19,35.07,18.59,12,NA,2,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,,1
271,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,,,,,iteroparous,,,polyandry,male,,,Corticosterone stress,ng/ml,high values = slow,physiology,wild,69.93,15.17,19,85.34,18.22,12,NA,2,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,,1
272,A320,"Kosztolanyi, A; Kupper, C; Chastel, O; Parenteau, C; Yilmaz, KT; Miklosi, A; Szekely, T; Lendvai, AZ",10.1016/j.yhbeh.2012.03.011,Charadrius alexandrinus,bird,,,,,iteroparous,,,polyandry,male,,,Prolactine baseline,ng/ml,high values = slow,physiology,wild,947.7,194.7,40,941.14,190.24,30,NA,1,1,NA,"include, Median converted using scenario 2 in Wan et al. 2014",1,,1
273,A323,"Krams, I; Kivleniece, I; Kuusik, A; Krama, T; Mand, R; Rantala, MJ; Znotina, S; Freeberg, TM; Mand, M",10.1111/eea.12079,Tenebrio molitor,arthropod,,,,,semelparous,,,promiscuity,none,,,Resting metabolic rate,VCO2 ml/h,high values = fast,physiology,semiwild,0.88,0.39,240,0.79,0.5,240,NA,0,0,NA,include ,1,,1
274,A324,"Kraus, C; Thomson, DL; Kunkele, J; Trillmich, F",10.1111/j.1365-2656.2004.00910.x,Cavia magna,mammal,,,,,,,,,,,,Survival,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, only female estimates given",0,only female estimates,0
275,A331,"Lahann, P; Dausmann, KH",10.1007/s00265-010-1055-4,Cheirogaleus medius,mammal,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, only sex specific data on body weight",0,"no POLS traits, no sex-specific means given",0
276,A339,"Lattin, CR; Romero, LM",10.1016/j.ygcen.2014.05.033,Passer domesticus,bird,,,,,iteroparous,,,social monogamy,both,,,Glucocorticoid receptors,fmol/mg protein,,,,NA,NA,NA,NA,NA,NA,NA,,,,"?, Is glucocorticoid a POLS hormone?",0,not a POLS trait,0
277,A341,"Le Galliard, JF; Paquet, M; Mugabo, M",10.1111/jeb.12641,Zootoca vivipara,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, only model data",0,LS means,0
278,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,,,,,iteroparous,,,social monogamy,both,,,PHA-induced wing-web thickness - nest building stage,mm,high values = slow,physiology,wild,0.31,0.08,11,0.18,0.07,9,NA,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
279,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,,,,,iteroparous,,,social monogamy,both,,,PHA-induced wing-web thickness - first egg-laying stage,mm,high values = slow,physiology,wild,0.39,0.07,6,0.63,0.09,12,NA,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
280,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,,,,,iteroparous,,,social monogamy,both,,,PHA-induced wing-web thickness - first nestling stage,mm,high values = slow,physiology,wild,0.7,0.04,6,0.63,0.09,9,NA,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
281,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,,,,,iteroparous,,,social monogamy,both,,,PHA-induced wing-web thickness - second egg-laying stage,mm,high values = slow,physiology,wild,0.66,0.08,5,0.63,0.16,5,NA,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
282,A351,"Li, DM; Hao, YC; Liu, XL; Yao, Y; Du, C; Zhang, XR; Cui, S; Wu, LN; Wu, YF",10.1007/s10336-014-1104-2,Passer montanus,bird,,,,,iteroparous,,,social monogamy,both,,,PHA-induced wing-web thickness - second nestling stage,mm,high values = slow,physiology,wild,0.41,0.09,7,0.36,0.09,5,NA,1,0,NA,include ,1,"different indivividuals caught at different breeding stages, ",1
283,A352,"Li, DM; Zhang, J; Liu, D; Zhang, L; Hu, YH; Duan, XL; Wu, YF",10.1002/jez.1811,Passer montanus,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, no sex-specific means given",0,no sex-specific means given,0
284,A361,"Love, OP; Salvante, KG; Dale, J; Williams, TD",10.1086/589521,Taeniopygia guttata,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, onle LS means given",0,LS means,0
285,A364,"Lovlie, H; Immonen, E; Gustavsson, E; Kazancioglu, E; Arnqvist, G",10.1098/rspb.2014.1039,Callosobruchus maculatus,insect,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, only LS means given",0,LS means,0
286,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,,,,,iteroparous,,,social monogamy,both,males larger,,Plasma antioxidant capacity (OXY),mM,high values = slow,physiology,wild,207.87,93.62,14,212.59,72.34,18,NA,0,1,NA,include ,1,,1
287,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,,,,,iteroparous,,,social monogamy,both,males larger,,Plasma hydroperoxides (ROMs),mM,high values = fast,physiology,wild,2.55,0.66,17,1.41,0.49,20,NA,0,1,NA,include ,1,,1
288,A374,"Marko, G; Costantini, D; Michl, G; Torok, J",10.1007/s00360-010-0502-x,Ficedula albicollis,bird,,,,,iteroparous,,,social monogamy,both,males larger,,Oxidative status (OS),unitless,high values = fast,physiology,wild,14.03,5.16,14,7.51,3.9,18,NA,0,1,NA,"include, scale issue? OS=ROMs/OXY",1,,1
289,A377,"Martin, JK; Handasyde, KA",10.1111/j.1469-7998.2006.00207.x,Trichosurus cunninghami,mammal,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, no POLS traits, only ""no of inds of each sex that has dissappeared from trapping record in each tooth wear class"". Could however combine fig 3 (number of inds in each tooth class at the forest site and fig 8 no of inds disapeared to get survivalÉ But probably not. Also will not get sd.",0,not a POLS trait,0
290,A379,"Martin, LB; Liebl, AL",10.1016/j.ygcen.2014.07.016,Passer domestic,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, no sex-specific means given",0,no sex-specific means given,0
291,A381,"Martin, LB; Pless, M; Svoboda, J; Wikelski, M",10.1890/03-0365,Passer domesticus,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, no sex-specific means given",0,no sex-specific means given,0
292,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 10 deg C,days,high values = slow,life history,lab,55.52,1.78,44,55.05,3,40,NA,0,0,NA,include ,1,,1
293,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 15 deg C,days,high values = slow,life history,lab,55.31,3.32,45,48.28,10.75,46,NA,0,0,NA,include ,1,,1
294,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 20 deg C,days,high values = slow,life history,lab,54.4,4.07,48,35.91,6.61,47,NA,0,0,NA,include ,1,,1
295,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 25 deg C,days,high values = slow,life history,lab,43.15,13.95,41,25.22,5.99,45,NA,0,0,NA,include ,1,,1
296,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 30 deg C,days,high values = slow,life history,lab,48.22,12.41,45,50.2,12.19,44,NA,0,0,NA,include ,1,,1
297,A386,"Massamba-N'Siala, G; Calosi, P; Bilton, DT; Prevedelli, D; Simonini, R",10.1016/j.jembe.2012.09.008,Ophryotrocha labronica,polychaet,,,,,iteroparous,,,social monogamy,female,,,Lifespan at 35 deg C,days,high values = slow,life history,lab,3.85,1.05,48,3.52,0.97,48,NA,0,0,NA,include ,1,,1
298,A387,"Massot, M; Clobert, J; Montes-Poloni, L; Haussy, C; Cubo, J; Meylan, S",10.1111/j.1365-2435.2011.01837.x,Lacerta vivipara,reptile,,,,,iteroparous,,,polyandry,none,,,Survival rate 1-2 year,unitless,high values = slow,life history,wild,0.54,1.48,879,0.57,0.87,841,NA,1,1,NA,include ,1,,0
299,A387,"Massot, M; Clobert, J; Montes-Poloni, L; Haussy, C; Cubo, J; Meylan, S",10.1111/j.1365-2435.2011.01837.x,Lacerta vivipara,reptile,,,,,iteroparous,,,polyandry,none,,,Survival rate 0-1 year,unitless,high values = slow,life history,wild,0.21,0.93,2146,0.24,0.88,1927,NA,1,1,NA,"include, I would argue to exclude, scale problem?, then only means (not clear if raw) are only givern in fig with SE, but N is only given for the first two age categories, and the real difference occurs at later ages. Also not sure if not surviving to reproductive age is a fast life strategy.",1,,0
300,A389,"Mathot, KJ; Martin, K; Kempenaers, B; Forstmeier, W",10.1038/hdy.2013.35,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,BMR,ml O2 consumed/min,high values = fast,physiology,lab,0.8264,0.0938,226,0.8605,0.1175,220,NA,0,0,NA,include ,1,,1
301,A391,"Matson, KD; Mauck, RA; Lynn, SE; Tieleman, BI",10.1086/670811,Sialia sialis,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,"exclude, no sex-specific means given",0,no sex-specific means given,0
302,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,Feeder visits - nonbreeders,mean feeder visits/day,?,behavior,wild,4.94,1.56,16,5.65,2.653299832,11,NA,,,,"?, POLS trait?",0,not a POLS trait,0
303,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,Feeder visits - breeders,mean feeder visits/day,?,behavior,wild,8.92,2.226477038,17,8.21,2.170161284,14,NA,,,,"?, POLS trait?",0,not a POLS trait,0
304,A393,"McCowan, LSC; Mainwaring, MC; Prior, NH; Griffith, SC",10.1093/beheco/aru239,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,Feeder exploration - nonbreeders,total no of different feeders visited over the entire 28-day period,high values = fast,behavior,wild,14.75,3.32,16,15.06,4.212113484,11,exploration,0,1,0,include ,1,,1
